name,platform,r-date,score,user score,developer,genre,players,critics,users
The Legend of Zelda: Ocarina of Time,Nintendo64,1998-11-23,99,9.1,Nintendo,Action Adventure,1 Player,22,5749
The Legend of Zelda: Ocarina of Time,Nintendo64,1998-11-23,99,9.1,Nintendo,Fantasy,1 Player,22,5749
Tony Hawk's Pro Skater 2,PlayStation,2000-09-20,98,7.4,NeversoftEntertainment,Sports,1-2 ,19,647
Tony Hawk's Pro Skater 2,PlayStation,2000-09-20,98,7.4,NeversoftEntertainment,Alternative,1-2 ,19,647
Tony Hawk's Pro Skater 2,PlayStation,2000-09-20,98,7.4,NeversoftEntertainment,Skateboarding,1-2 ,19,647
Grand Theft Auto IV,PlayStation3,2008-04-29,98,7.6,RockstarNorth,Action Adventure,1 Player,64,3806
Grand Theft Auto IV,PlayStation3,2008-04-29,98,7.6,RockstarNorth,Modern,1 Player,64,3806
Grand Theft Auto IV,PlayStation3,2008-04-29,98,7.6,RockstarNorth,Modern,1 Player,64,3806
Grand Theft Auto IV,PlayStation3,2008-04-29,98,7.6,RockstarNorth,Open-World,1 Player,64,3806
SoulCalibur,Dreamcast,1999-09-08,98,8.5,Namco,Action,1-2 ,24,324
SoulCalibur,Dreamcast,1999-09-08,98,8.5,Namco,Fighting,1-2 ,24,324
SoulCalibur,Dreamcast,1999-09-08,98,8.5,Namco,3D,1-2 ,24,324
Grand Theft Auto IV,Xbox360,2008-04-29,98,7.9,RockstarNorth,Action Adventure,1 Player,86,3364
Grand Theft Auto IV,Xbox360,2008-04-29,98,7.9,RockstarNorth,Modern,1 Player,86,3364
Grand Theft Auto IV,Xbox360,2008-04-29,98,7.9,RockstarNorth,Modern,1 Player,86,3364
Grand Theft Auto IV,Xbox360,2008-04-29,98,7.9,RockstarNorth,Open-World,1 Player,86,3364
Super Mario Galaxy,Wii,2007-11-12,97,9.0,Nintendo,Action,No Online Multiplayer,73,3059
Super Mario Galaxy,Wii,2007-11-12,97,9.0,Nintendo,Platformer,No Online Multiplayer,73,3059
Super Mario Galaxy,Wii,2007-11-12,97,9.0,Nintendo,Platformer,No Online Multiplayer,73,3059
Super Mario Galaxy,Wii,2007-11-12,97,9.0,Nintendo,3D,No Online Multiplayer,73,3059
Super Mario Galaxy,Wii,2007-11-12,97,9.0,Nintendo,3D,No Online Multiplayer,73,3059
Super Mario Galaxy 2,Wii,2010-05-23,97,9.1,NintendoEADTokyo,Action,No Online Multiplayer,87,2521
Super Mario Galaxy 2,Wii,2010-05-23,97,9.1,NintendoEADTokyo,Platformer,No Online Multiplayer,87,2521
Super Mario Galaxy 2,Wii,2010-05-23,97,9.1,NintendoEADTokyo,Platformer,No Online Multiplayer,87,2521
Super Mario Galaxy 2,Wii,2010-05-23,97,9.1,NintendoEADTokyo,3D,No Online Multiplayer,87,2521
Super Mario Galaxy 2,Wii,2010-05-23,97,9.1,NintendoEADTokyo,3D,No Online Multiplayer,87,2521
Red Dead Redemption 2,XboxOne,2018-10-26,97,7.8,RockstarGames,Action Adventure,Up to 32 ,33,3186
Red Dead Redemption 2,XboxOne,2018-10-26,97,7.8,RockstarGames,Open-World,Up to 32 ,33,3186
Grand Theft Auto V,XboxOne,2014-11-18,97,7.8,RockstarNorth,Action Adventure,Up to 30 ,14,1285
Grand Theft Auto V,XboxOne,2014-11-18,97,7.8,RockstarNorth,Modern,Up to 30 ,14,1285
Grand Theft Auto V,XboxOne,2014-11-18,97,7.8,RockstarNorth,Open-World,Up to 30 ,14,1285
Grand Theft Auto V,PlayStation3,2013-09-17,97,8.3,RockstarNorth,Modern,Up to 16 ,50,4568
Grand Theft Auto V,PlayStation3,2013-09-17,97,8.3,RockstarNorth,Action Adventure,Up to 16 ,50,4568
Grand Theft Auto V,PlayStation3,2013-09-17,97,8.3,RockstarNorth,Modern,Up to 16 ,50,4568
Grand Theft Auto V,PlayStation3,2013-09-17,97,8.3,RockstarNorth,Open-World,Up to 16 ,50,4568
Grand Theft Auto V,Xbox360,2013-09-17,97,8.3,RockstarNorth,Modern,Up to 16 ,58,3905
Grand Theft Auto V,Xbox360,2013-09-17,97,8.3,RockstarNorth,Action Adventure,Up to 16 ,58,3905
Grand Theft Auto V,Xbox360,2013-09-17,97,8.3,RockstarNorth,Modern,Up to 16 ,58,3905
Grand Theft Auto V,Xbox360,2013-09-17,97,8.3,RockstarNorth,Open-World,Up to 16 ,58,3905
Tony Hawk's Pro Skater 2,Dreamcast,2000-11-06,97,6.2,Treyarch,Sports,No info,18,88
Tony Hawk's Pro Skater 2,Dreamcast,2000-11-06,97,6.2,Treyarch,Alternative,No info,18,88
Tony Hawk's Pro Skater 2,Dreamcast,2000-11-06,97,6.2,Treyarch,Skateboarding,No info,18,88
The Legend of Zelda: Breath of the Wild,Switch,2017-03-03,97,8.6,Nintendo,Action Adventure,No Online Multiplayer,109,15873
The Legend of Zelda: Breath of the Wild,Switch,2017-03-03,97,8.6,Nintendo,Open-World,No Online Multiplayer,109,15873
Tony Hawk's Pro Skater 3,PlayStation2,2001-10-28,97,7.6,NeversoftEntertainment,Sports,1-2 ,34,406
Tony Hawk's Pro Skater 3,PlayStation2,2001-10-28,97,7.6,NeversoftEntertainment,Alternative,1-2 ,34,406
Tony Hawk's Pro Skater 3,PlayStation2,2001-10-28,97,7.6,NeversoftEntertainment,Skateboarding,1-2 ,34,406
Perfect Dark,Nintendo64,2000-05-22,97,8.9,RareLtd.,Action,No info,30,420
Perfect Dark,Nintendo64,2000-05-22,97,8.9,RareLtd.,Shooter,No info,30,420
Perfect Dark,Nintendo64,2000-05-22,97,8.9,RareLtd.,First-Person,No info,30,420
Perfect Dark,Nintendo64,2000-05-22,97,8.9,RareLtd.,Sci-Fi,No info,30,420
Red Dead Redemption 2,PlayStation4,2018-10-26,97,8.4,RockstarGames,Action Adventure,Up to 32 ,99,14315
Red Dead Redemption 2,PlayStation4,2018-10-26,97,8.4,RockstarGames,Open-World,Up to 32 ,99,14315
Grand Theft Auto V,PlayStation4,2014-11-18,97,8.4,RockstarNorth,Action Adventure,Up to 30 ,66,5899
Grand Theft Auto V,PlayStation4,2014-11-18,97,8.4,RockstarNorth,Modern,Up to 30 ,66,5899
Grand Theft Auto V,PlayStation4,2014-11-18,97,8.4,RockstarNorth,Open-World,Up to 30 ,66,5899
Metroid Prime,GameCube,2002-11-17,97,9.2,RetroStudios,Action,1 Player,70,1113
Metroid Prime,GameCube,2002-11-17,97,9.2,RetroStudios,Shooter,1 Player,70,1113
Metroid Prime,GameCube,2002-11-17,97,9.2,RetroStudios,First-Person,1 Player,70,1113
Metroid Prime,GameCube,2002-11-17,97,9.2,RetroStudios,Sci-Fi,1 Player,70,1113
Grand Theft Auto III,PlayStation2,2001-10-22,97,8.4,DMADesign,Action Adventure,1 Player,56,881
Grand Theft Auto III,PlayStation2,2001-10-22,97,8.4,DMADesign,Modern,1 Player,56,881
Super Mario Odyssey,Switch,2017-10-27,97,8.9,Nintendo,Action,No Online Multiplayer,113,5546
Super Mario Odyssey,Switch,2017-10-27,97,8.9,Nintendo,Platformer,No Online Multiplayer,113,5546
Super Mario Odyssey,Switch,2017-10-27,97,8.9,Nintendo,3D,No Online Multiplayer,113,5546
Halo: Combat Evolved,Xbox,2001-11-14,97,8.5,BungieSoftware,Action,1-4 ,68,2052
Halo: Combat Evolved,Xbox,2001-11-14,97,8.5,BungieSoftware,Shooter,1-4 ,68,2052
Halo: Combat Evolved,Xbox,2001-11-14,97,8.5,BungieSoftware,First-Person,1-4 ,68,2052
Halo: Combat Evolved,Xbox,2001-11-14,97,8.5,BungieSoftware,Sci-Fi,1-4 ,68,2052
NFL 2K1,Dreamcast,2000-09-07,97,6.4,VisualConcepts,Sports,No info,22,67
NFL 2K1,Dreamcast,2000-09-07,97,6.4,VisualConcepts,Traditional,No info,22,67
NFL 2K1,Dreamcast,2000-09-07,97,6.4,VisualConcepts,Football,No info,22,67
NFL 2K1,Dreamcast,2000-09-07,97,6.4,VisualConcepts,Sim,No info,22,67
Half-Life 2,PC,2004-11-16,96,9.1,ValveSoftware,Action,No Online Multiplayer,81,10773
Half-Life 2,PC,2004-11-16,96,9.1,ValveSoftware,Shooter,No Online Multiplayer,81,10773
Half-Life 2,PC,2004-11-16,96,9.1,ValveSoftware,Shooter,No Online Multiplayer,81,10773
Half-Life 2,PC,2004-11-16,96,9.1,ValveSoftware,First-Person,No Online Multiplayer,81,10773
Half-Life 2,PC,2004-11-16,96,9.1,ValveSoftware,Sci-Fi,No Online Multiplayer,81,10773
Half-Life 2,PC,2004-11-16,96,9.1,ValveSoftware,Sci-Fi,No Online Multiplayer,81,10773
Half-Life 2,PC,2004-11-16,96,9.1,ValveSoftware,Arcade,No Online Multiplayer,81,10773
Grand Theft Auto V,PC,2015-04-13,96,7.8,RockstarNorth,Modern,Up to 32 ,57,6661
Grand Theft Auto V,PC,2015-04-13,96,7.8,RockstarNorth,Action Adventure,Up to 32 ,57,6661
Grand Theft Auto V,PC,2015-04-13,96,7.8,RockstarNorth,Open-World,Up to 32 ,57,6661
The Legend of Zelda: Breath of the Wild,WiiU,2017-03-03,96,8.2,Nintendo,Fantasy,No Online Multiplayer,13,2245
The Legend of Zelda: Breath of the Wild,WiiU,2017-03-03,96,8.2,Nintendo,Fantasy,No Online Multiplayer,13,2245
The Legend of Zelda: Breath of the Wild,WiiU,2017-03-03,96,8.2,Nintendo,Action Adventure,No Online Multiplayer,13,2245
The Legend of Zelda: Breath of the Wild,WiiU,2017-03-03,96,8.2,Nintendo,Open-World,No Online Multiplayer,13,2245
BioShock,Xbox360,2007-08-21,96,8.9,"IrrationalGames,2KMarin",Action,No Online Multiplayer,88,2572
BioShock,Xbox360,2007-08-21,96,8.9,"IrrationalGames,2KMarin",Shooter,No Online Multiplayer,88,2572
BioShock,Xbox360,2007-08-21,96,8.9,"IrrationalGames,2KMarin",Shooter,No Online Multiplayer,88,2572
BioShock,Xbox360,2007-08-21,96,8.9,"IrrationalGames,2KMarin",First-Person,No Online Multiplayer,88,2572
BioShock,Xbox360,2007-08-21,96,8.9,"IrrationalGames,2KMarin",Sci-Fi,No Online Multiplayer,88,2572
BioShock,Xbox360,2007-08-21,96,8.9,"IrrationalGames,2KMarin",Sci-Fi,No Online Multiplayer,88,2572
BioShock,Xbox360,2007-08-21,96,8.9,"IrrationalGames,2KMarin",Arcade,No Online Multiplayer,88,2572
GoldenEye 007,Nintendo64,1997-08-25,96,9.0,RareLtd.,Action,1-4 ,21,668
GoldenEye 007,Nintendo64,1997-08-25,96,9.0,RareLtd.,Shooter,1-4 ,21,668
GoldenEye 007,Nintendo64,1997-08-25,96,9.0,RareLtd.,First-Person,1-4 ,21,668
GoldenEye 007,Nintendo64,1997-08-25,96,9.0,RareLtd.,Modern,1-4 ,21,668
Uncharted 2: Among Thieves,PlayStation3,2009-10-13,96,8.8,NaughtyDog,Action Adventure,No Online Multiplayer,105,6716
Uncharted 2: Among Thieves,PlayStation3,2009-10-13,96,8.8,NaughtyDog,Modern,No Online Multiplayer,105,6716
Uncharted 2: Among Thieves,PlayStation3,2009-10-13,96,8.8,NaughtyDog,Modern,No Online Multiplayer,105,6716
Uncharted 2: Among Thieves,PlayStation3,2009-10-13,96,8.8,NaughtyDog,Linear,No Online Multiplayer,105,6716
Resident Evil 4,GameCube,2005-01-11,96,9.2,Capcom,Action Adventure,1 Player,82,1596
Resident Evil 4,GameCube,2005-01-11,96,9.2,Capcom,Horror,1 Player,82,1596
The Orange Box,Xbox360,2007-10-10,96,8.8,ValveSoftware,Action,Up to 16 ,54,879
The Orange Box,Xbox360,2007-10-10,96,8.8,ValveSoftware,Miscellaneous,Up to 16 ,54,879
The Orange Box,Xbox360,2007-10-10,96,8.8,ValveSoftware,Shooter,Up to 16 ,54,879
The Orange Box,Xbox360,2007-10-10,96,8.8,ValveSoftware,Compilation,Up to 16 ,54,879
The Orange Box,Xbox360,2007-10-10,96,8.8,ValveSoftware,First-Person,Up to 16 ,54,879
The Orange Box,Xbox360,2007-10-10,96,8.8,ValveSoftware,Sci-Fi,Up to 16 ,54,879
The Orange Box,PC,2007-10-10,96,9.2,ValveSoftware,Action,Up to 32 ,34,1804
The Orange Box,PC,2007-10-10,96,9.2,ValveSoftware,Miscellaneous,Up to 32 ,34,1804
The Orange Box,PC,2007-10-10,96,9.2,ValveSoftware,Shooter,Up to 32 ,34,1804
The Orange Box,PC,2007-10-10,96,9.2,ValveSoftware,Compilation,Up to 32 ,34,1804
The Orange Box,PC,2007-10-10,96,9.2,ValveSoftware,First-Person,Up to 32 ,34,1804
The Orange Box,PC,2007-10-10,96,9.2,ValveSoftware,Sci-Fi,Up to 32 ,34,1804
Batman: Arkham City,PlayStation3,2011-10-18,96,8.8,RocksteadyStudios,Action Adventure,No Online Multiplayer,42,2773
Batman: Arkham City,PlayStation3,2011-10-18,96,8.8,RocksteadyStudios,Fantasy,No Online Multiplayer,42,2773
Batman: Arkham City,PlayStation3,2011-10-18,96,8.8,RocksteadyStudios,Fantasy,No Online Multiplayer,42,2773
Batman: Arkham City,PlayStation3,2011-10-18,96,8.8,RocksteadyStudios,Open-World,No Online Multiplayer,42,2773
Tekken 3,PlayStation,1998-04-29,96,9.1,Namco,Action,1-2 ,15,660
Tekken 3,PlayStation,1998-04-29,96,9.1,Namco,Fighting,1-2 ,15,660
Tekken 3,PlayStation,1998-04-29,96,9.1,Namco,3D,1-2 ,15,660
Mass Effect 2,Xbox360,2010-01-26,96,8.9,BioWare,Role-Playing,No Online Multiplayer,98,3503
Mass Effect 2,Xbox360,2010-01-26,96,8.9,BioWare,Action RPG,No Online Multiplayer,98,3503
Mass Effect 2,Xbox360,2010-01-26,96,8.9,BioWare,Action RPG,No Online Multiplayer,98,3503
The Legend of Zelda: Twilight Princess,GameCube,2006-12-11,96,8.9,Nintendo,Action Adventure,1 Player,16,823
The Legend of Zelda: Twilight Princess,GameCube,2006-12-11,96,8.9,Nintendo,Fantasy,1 Player,16,823
The Elder Scrolls V: Skyrim,Xbox360,2011-11-11,96,8.6,BethesdaGameStudios,Role-Playing,No Online Multiplayer,89,3954
The Elder Scrolls V: Skyrim,Xbox360,2011-11-11,96,8.6,BethesdaGameStudios,First-Person,No Online Multiplayer,89,3954
The Elder Scrolls V: Skyrim,Xbox360,2011-11-11,96,8.6,BethesdaGameStudios,First-Person,No Online Multiplayer,89,3954
The Elder Scrolls V: Skyrim,Xbox360,2011-11-11,96,8.6,BethesdaGameStudios,Western-Style,No Online Multiplayer,89,3954
Half-Life,PC,1998-11-19,96,9.0,ValveSoftware,Action,Online Multiplayer,24,4321
Half-Life,PC,1998-11-19,96,9.0,ValveSoftware,Shooter,Online Multiplayer,24,4321
Half-Life,PC,1998-11-19,96,9.0,ValveSoftware,Shooter,Online Multiplayer,24,4321
Half-Life,PC,1998-11-19,96,9.0,ValveSoftware,First-Person,Online Multiplayer,24,4321
Half-Life,PC,1998-11-19,96,9.0,ValveSoftware,Sci-Fi,Online Multiplayer,24,4321
Half-Life,PC,1998-11-19,96,9.0,ValveSoftware,Sci-Fi,Online Multiplayer,24,4321
Half-Life,PC,1998-11-19,96,9.0,ValveSoftware,Arcade,Online Multiplayer,24,4321
Resident Evil 4,PlayStation2,2005-10-25,96,9.0,Capcom,Action Adventure,1 Player,38,1628
Resident Evil 4,PlayStation2,2005-10-25,96,9.0,Capcom,Horror,1 Player,38,1628
The Legend of Zelda: The Wind Waker,GameCube,2003-03-24,96,9.0,Nintendo,Action Adventure,1 Player,80,1370
The Legend of Zelda: The Wind Waker,GameCube,2003-03-24,96,9.0,Nintendo,Fantasy,1 Player,80,1370
Gran Turismo,PlayStation,1998-04-30,96,8.7,PolyphonyDigital,Driving,1-2 ,16,269
Gran Turismo,PlayStation,1998-04-30,96,8.7,PolyphonyDigital,Racing,1-2 ,16,269
Gran Turismo,PlayStation,1998-04-30,96,8.7,PolyphonyDigital,GT / Street,1-2 ,16,269
BioShock,PC,2007-08-21,96,8.6,"IrrationalGames,2KMarin",Action,No Online Multiplayer,44,4814
BioShock,PC,2007-08-21,96,8.6,"IrrationalGames,2KMarin",Shooter,No Online Multiplayer,44,4814
BioShock,PC,2007-08-21,96,8.6,"IrrationalGames,2KMarin",Shooter,No Online Multiplayer,44,4814
BioShock,PC,2007-08-21,96,8.6,"IrrationalGames,2KMarin",First-Person,No Online Multiplayer,44,4814
BioShock,PC,2007-08-21,96,8.6,"IrrationalGames,2KMarin",Sci-Fi,No Online Multiplayer,44,4814
BioShock,PC,2007-08-21,96,8.6,"IrrationalGames,2KMarin",Sci-Fi,No Online Multiplayer,44,4814
BioShock,PC,2007-08-21,96,8.6,"IrrationalGames,2KMarin",Arcade,No Online Multiplayer,44,4814
Metal Gear Solid 2: Sons of Liberty,PlayStation2,2001-11-12,96,8.8,KCEJ,Action Adventure,1 Player,42,1545
Metal Gear Solid 2: Sons of Liberty,PlayStation2,2001-11-12,96,8.8,KCEJ,Modern,1 Player,42,1545
Grand Theft Auto Double Pack,Xbox,2003-10-31,96,8.0,RockstarNorth,Miscellaneous,1 Player,33,91
Grand Theft Auto Double Pack,Xbox,2003-10-31,96,8.0,RockstarNorth,Compilation,1 Player,33,91
Baldur's Gate II: Shadows of Amn,PC,2000-09-24,95,9.1,BioWare,Role-Playing,Up to 6 ,30,1433
Baldur's Gate II: Shadows of Amn,PC,2000-09-24,95,9.1,BioWare,PC-style RPG,Up to 6 ,30,1433
Baldur's Gate II: Shadows of Amn,PC,2000-09-24,95,9.1,BioWare,PC-style RPG,Up to 6 ,30,1433
Baldur's Gate II: Shadows of Amn,PC,2000-09-24,95,9.1,BioWare,Western-Style,Up to 6 ,30,1433
Grand Theft Auto: San Andreas,PlayStation2,2004-10-26,95,9.1,RockstarNorth,Action Adventure,1-2 ,80,2444
Grand Theft Auto: San Andreas,PlayStation2,2004-10-26,95,9.1,RockstarNorth,Modern,1-2 ,80,2444
Grand Theft Auto: Vice City,PlayStation2,2002-10-27,95,8.8,RockstarNorth,Action Adventure,1 Player,62,1092
Grand Theft Auto: Vice City,PlayStation2,2002-10-27,95,8.8,RockstarNorth,Modern,1 Player,62,1092
LittleBigPlanet,PlayStation3,2008-10-27,95,6.8,"SCE/WWS,MediaMolecule",Action,Up to 4 ,85,5533
LittleBigPlanet,PlayStation3,2008-10-27,95,6.8,"SCE/WWS,MediaMolecule",Platformer,Up to 4 ,85,5533
LittleBigPlanet,PlayStation3,2008-10-27,95,6.8,"SCE/WWS,MediaMolecule",Platformer,Up to 4 ,85,5533
LittleBigPlanet,PlayStation3,2008-10-27,95,6.8,"SCE/WWS,MediaMolecule",3D,Up to 4 ,85,5533
LittleBigPlanet,PlayStation3,2008-10-27,95,6.8,"SCE/WWS,MediaMolecule",2D,Up to 4 ,85,5533
LittleBigPlanet,PlayStation3,2008-10-27,95,6.8,"SCE/WWS,MediaMolecule",3D,Up to 4 ,85,5533
The Legend of Zelda Collector's Edition,GameCube,2003-11-17,95,9.0,Nintendo,Action Adventure,1 Player,8,194
The Legend of Zelda Collector's Edition,GameCube,2003-11-17,95,9.0,Nintendo,Fantasy,1 Player,8,194
Red Dead Redemption,PlayStation3,2010-05-18,95,8.9,RockstarSanDiego,Action,Up to 16 ,73,3371
Red Dead Redemption,PlayStation3,2010-05-18,95,8.9,RockstarSanDiego,Shooter,Up to 16 ,73,3371
Red Dead Redemption,PlayStation3,2010-05-18,95,8.9,RockstarSanDiego,Third-Person,Up to 16 ,73,3371
Red Dead Redemption,PlayStation3,2010-05-18,95,8.9,RockstarSanDiego,Historic,Up to 16 ,73,3371
Red Dead Redemption,PlayStation3,2010-05-18,95,8.9,RockstarSanDiego,Action Adventure,Up to 16 ,73,3371
Red Dead Redemption,PlayStation3,2010-05-18,95,8.9,RockstarSanDiego,Historic,Up to 16 ,73,3371
Red Dead Redemption,PlayStation3,2010-05-18,95,8.9,RockstarSanDiego,Historic,Up to 16 ,73,3371
Red Dead Redemption,PlayStation3,2010-05-18,95,8.9,RockstarSanDiego,Open-World,Up to 16 ,73,3371
Gran Turismo 3: A-Spec,PlayStation2,2001-07-09,95,8.4,PolyphonyDigital,Driving,1-2 ,54,386
Gran Turismo 3: A-Spec,PlayStation2,2001-07-09,95,8.4,PolyphonyDigital,Racing,1-2 ,54,386
Gran Turismo 3: A-Spec,PlayStation2,2001-07-09,95,8.4,PolyphonyDigital,GT / Street,1-2 ,54,386
Halo 2,Xbox,2004-11-09,95,8.4,BungieSoftware,Action,1-16 ,91,1656
Halo 2,Xbox,2004-11-09,95,8.4,BungieSoftware,Shooter,1-16 ,91,1656
Halo 2,Xbox,2004-11-09,95,8.4,BungieSoftware,First-Person,1-16 ,91,1656
Halo 2,Xbox,2004-11-09,95,8.4,BungieSoftware,Sci-Fi,1-16 ,91,1656
The Legend of Zelda: A Link to the Past,GameBoyAdvance,2002-12-03,95,9.0,Capcom,Action Adventure,No info,30,524
The Legend of Zelda: A Link to the Past,GameBoyAdvance,2002-12-03,95,9.0,Capcom,Fantasy,No info,30,524
The Legend of Zelda: Majora's Mask,Nintendo64,2000-10-25,95,9.2,Nintendo,Action Adventure,1 Player,27,1198
The Legend of Zelda: Majora's Mask,Nintendo64,2000-10-25,95,9.2,Nintendo,Fantasy,1 Player,27,1198
The Last of Us,PlayStation3,2013-06-14,95,9.2,NaughtyDog,Modern,Up to 8 ,98,11982
The Last of Us,PlayStation3,2013-06-14,95,9.2,NaughtyDog,Adventure,Up to 8 ,98,11982
The Last of Us,PlayStation3,2013-06-14,95,9.2,NaughtyDog,General,Up to 8 ,98,11982
The Last of Us,PlayStation3,2013-06-14,95,9.2,NaughtyDog,Action Adventure,Up to 8 ,98,11982
The Last of Us,PlayStation3,2013-06-14,95,9.2,NaughtyDog,General,Up to 8 ,98,11982
The Last of Us,PlayStation3,2013-06-14,95,9.2,NaughtyDog,Modern,Up to 8 ,98,11982
The Legend of Zelda: Twilight Princess,Wii,2006-11-19,95,8.9,Nintendo,Action Adventure,No Online Multiplayer,73,2060
The Legend of Zelda: Twilight Princess,Wii,2006-11-19,95,8.9,Nintendo,Fantasy,No Online Multiplayer,73,2060
The Legend of Zelda: Twilight Princess,Wii,2006-11-19,95,8.9,Nintendo,General,No Online Multiplayer,73,2060
The Legend of Zelda: Twilight Princess,Wii,2006-11-19,95,8.9,Nintendo,Fantasy,No Online Multiplayer,73,2060
The Legend of Zelda: Twilight Princess,Wii,2006-11-19,95,8.9,Nintendo,Open-World,No Online Multiplayer,73,2060
Madden NFL 2003,PlayStation2,2002-08-12,95,7.5,EASports,Sports,1-2 ,25,66
Madden NFL 2003,PlayStation2,2002-08-12,95,7.5,EASports,Traditional,1-2 ,25,66
Madden NFL 2003,PlayStation2,2002-08-12,95,7.5,EASports,Football,1-2 ,25,66
Madden NFL 2003,PlayStation2,2002-08-12,95,7.5,EASports,Sim,1-2 ,25,66
Tony Hawk's Pro Skater 2,GameBoyAdvance,2001-05-30,95,6.8,VicariousVisions,Sports,No info,16,38
Tony Hawk's Pro Skater 2,GameBoyAdvance,2001-05-30,95,6.8,VicariousVisions,Alternative,No info,16,38
Tony Hawk's Pro Skater 2,GameBoyAdvance,2001-05-30,95,6.8,VicariousVisions,Skateboarding,No info,16,38
Persona 5 Royal,PlayStation4,2020-03-31,95,8.2,Atlus,Role-Playing,No Online Multiplayer,71,2593
Persona 5 Royal,PlayStation4,2020-03-31,95,8.2,Atlus,Japanese-Style,No Online Multiplayer,71,2593
The Last of Us Remastered,PlayStation4,2014-07-29,95,9.2,NaughtyDog,Action Adventure,Up to 8 ,70,14563
The Last of Us Remastered,PlayStation4,2014-07-29,95,9.2,NaughtyDog,General,Up to 8 ,70,14563
The Last of Us Remastered,PlayStation4,2014-07-29,95,9.2,NaughtyDog,Modern,Up to 8 ,70,14563
Portal 2,PC,2011-04-18,95,9.1,ValveSoftware,Action,No info,52,7482
Portal 2,PC,2011-04-18,95,9.1,ValveSoftware,Shooter,No info,52,7482
Portal 2,PC,2011-04-18,95,9.1,ValveSoftware,Shooter,No info,52,7482
Portal 2,PC,2011-04-18,95,9.1,ValveSoftware,First-Person,No info,52,7482
Portal 2,PC,2011-04-18,95,9.1,ValveSoftware,Sci-Fi,No info,52,7482
Portal 2,PC,2011-04-18,95,9.1,ValveSoftware,Sci-Fi,No info,52,7482
Portal 2,PC,2011-04-18,95,9.1,ValveSoftware,Arcade,No info,52,7482
Red Dead Redemption,Xbox360,2010-05-18,95,9.0,RockstarSanDiego,Action,Up to 16 ,96,2847
Red Dead Redemption,Xbox360,2010-05-18,95,9.0,RockstarSanDiego,Action Adventure,Up to 16 ,96,2847
Red Dead Redemption,Xbox360,2010-05-18,95,9.0,RockstarSanDiego,Shooter,Up to 16 ,96,2847
Red Dead Redemption,Xbox360,2010-05-18,95,9.0,RockstarSanDiego,Historic,Up to 16 ,96,2847
Red Dead Redemption,Xbox360,2010-05-18,95,9.0,RockstarSanDiego,Historic,Up to 16 ,96,2847
Red Dead Redemption,Xbox360,2010-05-18,95,9.0,RockstarSanDiego,Open-World,Up to 16 ,96,2847
Red Dead Redemption,Xbox360,2010-05-18,95,9.0,RockstarSanDiego,Third-Person,Up to 16 ,96,2847
Red Dead Redemption,Xbox360,2010-05-18,95,9.0,RockstarSanDiego,Historic,Up to 16 ,96,2847
Portal 2,Xbox360,2011-04-19,95,8.7,ValveSoftware,Action,2 ,66,1073
Portal 2,Xbox360,2011-04-19,95,8.7,ValveSoftware,Shooter,2 ,66,1073
Portal 2,Xbox360,2011-04-19,95,8.7,ValveSoftware,Shooter,2 ,66,1073
Portal 2,Xbox360,2011-04-19,95,8.7,ValveSoftware,First-Person,2 ,66,1073
Portal 2,Xbox360,2011-04-19,95,8.7,ValveSoftware,Sci-Fi,2 ,66,1073
Portal 2,Xbox360,2011-04-19,95,8.7,ValveSoftware,Sci-Fi,2 ,66,1073
Portal 2,Xbox360,2011-04-19,95,8.7,ValveSoftware,Arcade,2 ,66,1073
Metal Gear Solid V: The Phantom Pain,XboxOne,2015-09-01,95,7.4,"KojimaProductions,MobyDickStudio",Modern,Up to 16 ,10,1173
Metal Gear Solid V: The Phantom Pain,XboxOne,2015-09-01,95,7.4,"KojimaProductions,MobyDickStudio",Modern,Up to 16 ,10,1173
Metal Gear Solid V: The Phantom Pain,XboxOne,2015-09-01,95,7.4,"KojimaProductions,MobyDickStudio",Action Adventure,Up to 16 ,10,1173
Metal Gear Solid V: The Phantom Pain,XboxOne,2015-09-01,95,7.4,"KojimaProductions,MobyDickStudio",Open-World,Up to 16 ,10,1173
Portal 2,PlayStation3,2011-04-19,95,8.5,ValveSoftware,Action,2 ,54,1030
Portal 2,PlayStation3,2011-04-19,95,8.5,ValveSoftware,Shooter,2 ,54,1030
Portal 2,PlayStation3,2011-04-19,95,8.5,ValveSoftware,Shooter,2 ,54,1030
Portal 2,PlayStation3,2011-04-19,95,8.5,ValveSoftware,First-Person,2 ,54,1030
Portal 2,PlayStation3,2011-04-19,95,8.5,ValveSoftware,Sci-Fi,2 ,54,1030
Portal 2,PlayStation3,2011-04-19,95,8.5,ValveSoftware,Sci-Fi,2 ,54,1030
Portal 2,PlayStation3,2011-04-19,95,8.5,ValveSoftware,Arcade,2 ,54,1030
World of Goo,Wii,2008-10-13,94,8.7,2DBoy,Miscellaneous,1-4 ,21,378
World of Goo,Wii,2008-10-13,94,8.7,2DBoy,Puzzle,1-4 ,21,378
World of Goo,Wii,2008-10-13,94,8.7,2DBoy,Action,1-4 ,21,378
World of Goo,Wii,2008-10-13,94,8.7,2DBoy,Puzzle,1-4 ,21,378
World of Goo,Wii,2008-10-13,94,8.7,2DBoy,General,1-4 ,21,378
World of Goo,Wii,2008-10-13,94,8.7,2DBoy,Puzzle,1-4 ,21,378
